x,y,z
112.94215174124248,312.1946539444889,a
136.16819807535038,284.35012750251025,a
137.36206604096483,341.94821816847696,a
124.23702466220249,352.4912257189111,a
124.19590294742608,351.3676389791499,a
145.65896060671577,347.76819621680386,a
171.76056240862727,330.53428937289357,a
182.6010086660111,356.3623367146054,a
214.48777421935867,393.9075688098073,a
223.65804087413602,387.2472912129042,a
265.6812607128644,409.495425197832,a
330.03672773088545,466.27097536009006,a
287.93416905118204,470.0549779554731,a
370.1543869818466,439.9844875668583,a
412.33649343961844,471.2571145119537,a
416.97806264861947,503.70590993250033,a
403.9376296432574,529.0536376774041,a
398.83961909342025,460.9468302381693,a
433.0580831916823,501.78316143972705,a
212.02403503777654,309.96754858476663,a
207.62584129202529,343.9503123717613,a
141.6942059459402,287.0590340585595,a
191.56347415197337,281.8306003083252,a
176.1028695440587,263.29533502919725,a
162.1651210336075,290.8332965934376,a
190.1219655425718,340.41107409860336,a
150.61621690776437,212.00743182549962,a
144.38314620643465,246.93666256543955,a
154.66314731937763,247.8824972039234,a
122.84579643126271,259.40539319997333,a
205.76144885029936,224.04980273308615,a
214.23269987577876,291.3274843570691,a
298.39469739018693,357.3046283779632,a
342.6335721604373,431.3830128912384,a
465.30179938122507,440.229932448478,a
488.7719153862177,507.0707531878244,a
122.1246543906471,192.42819671616684,a
148.74486380117156,158.6784366103426,a
128.36269436739687,170.70847026564041,a
91.33083173702384,103.22494239219066,a
77.45320873594049,107.30737086650316,a
104.26301887801334,103.17219449571536,a
73.22442717210275,105.30958510453434,a
58.068627097848626,117.63656771588234,a
37.49035301472368,115.10977245456877,a
48.286597903813814,160.76289085228302,a
121.02648199008675,109.90438081169589,a
128.2036306243802,279.5535613316654,a
189.05717633408173,288.7097107358838,a
206.14501604051242,360.58276924766955,a
238.7973513100575,396.339432960501,a
251.8667962413773,367.80196293913446,a
214.95127881189708,395.0910356924295,a
238.34549651812063,392.26400685408925,a
219.84807538899307,370.43164182969144,a
258.8125768253797,410.26195184579063,a
277.8482709857959,392.90109539343337,a
196.00534859767217,341.4181142297465,a
169.94276455566836,402.9566568772642,a
188.367713817404,350.7562973468009,a
139.26432482421305,319.86258590989974,a
114.37857243251743,387.52327055205205,a
81.62979019070877,383.4416682933744,a
128.44852264230383,324.4013438765488,a
120.67050733955543,352.14516417185666,a
110.42220653575964,417.3135727101302,a
122.21684676836892,329.51114568339074,a
120.37290141606502,333.01471000418366,a
111.59516361941873,250.40964038855702,a
106.36308105272624,289.53625369687904,a
139.54945220087905,221.38798497684132,a
88.88167678449463,185.38472939948434,a
128.6541423385743,193.0241167394471,a
71.39935317783929,194.29153776403234,a
89.8625678157203,131.5391873459144,a
125.5392171519208,198.62433550043363,a
112.29956963383678,139.26941624064568,a
73.38854633900142,134.49957991380666,a
148.48106699222177,120.55790306798764,a
89.31136881088855,111.06164720553062,a
106.0032265420714,111.093430542242,a
109.56899983028521,150.9184901354369,a
96.5394290584431,82.48700059197506,a
136.18768562929847,86.64606335368342,a
124.1739733326761,86.04830927588301,a
90.79566843742285,69.47617765596476,a
96.47846344098801,104.46159524254739,a
108.40285127877675,88.23503870771054,a
153.11058484205125,125.75039695992837,a
121.63005853061398,135.2119438245919,a
147.28211274622447,106.1330995353988,a
143.61813595357356,123.43605298272672,a
165.97824647314616,73.86477013433398,a
160.61459315317427,136.85489650606155,a
189.94132381437194,113.64101255654259,a
254.28866646246792,154.2578526273506,a
253.50244110934221,137.8977518037853,a
217.0930507239251,134.26513098957685,a
250.90105500924156,167.7811957830428,a
261.81528801476287,121.56148536435768,a
273.1603255514088,135.72997802575645,a
270.45939148223914,140.29838462422464,a
269.38882728818265,152.99758415589224,a
209.60979572225745,130.87007887773382,a
303.8251475036093,146.21784659260982,a
330.67289981543524,173.80727578342908,a
308.28741725716145,157.42451205494217,a
299.3695889968593,185.1955457629814,a
283.7673329895577,298.79804022407995,a
320.93053867765957,291.26407469677275,a
314.24332790274843,253.38569680808808,a
307.15835864731594,319.25813073112477,a
327.7667311467709,285.8039536595176,a
311.33573240428234,332.0985146548778,a
271.81757292838006,338.4926787229706,a
331.65314156304146,323.4131351026357,a
318.2191172723192,374.51954474492436,a
358.9312367319132,322.25553799203124,a
346.2814246564335,385.2784673029621,a
378.1864733509962,366.7683610146928,a
395.7329087120995,359.80900665462275,a
409.18727084641705,398.4016799316868,a
417.99622572096933,370.6044185958906,a
370.2261345707509,359.2755648174094,a
384.9584973253743,412.159162064706,a
427.39598212926853,373.88462535027304,a
366.46646507138405,406.8954130158796,a
399.7381655568989,370.5051401939361,a
410.62537378647846,386.8546980911451,a
329.64118273039634,377.43733952096676,a
329.6109815940513,344.982729169708,a
294.62589336823703,384.2920810481754,a
315.701429166333,312.29689526242043,a
282.67477511128897,337.53729626306875,a
257.66100485038055,357.8835186351024,a
231.66980429847422,299.89199336269564,a
227.79794990589164,246.73163681211867,a
203.01855388628022,247.7251150359201,a
249.4088800103001,244.9744392247772,a
206.855804634829,236.80974502255907,a
193.92639510851646,174.32419887152338,a
186.0099038523682,272.2406344128742,a
212.86404908686194,210.58131621282104,a
190.16804788531698,222.78601745613707,a
208.19450754075316,232.43590649651088,a
247.5460174133387,280.65528855014867,a
188.82254480091615,209.9704170793957,a
198.3779564062801,221.0768200155785,a
183.56211037536715,169.54196383080057,a
144.04786596050877,180.7621387725177,a
195.85899847492956,150.2684540317441,a
173.74498770485917,199.15686381179057,a
159.19369999203823,180.57715677017325,a
127.44737676893342,172.00920333794676,a
116.78087678301242,121.89722029179217,a
83.01783523790712,173.6286767208743,a
105.93804823256846,118.70317658026465,a
96.1179361160383,122.45762472535597,a
67.78600704155943,146.20451358758294,a
100.54774213404082,152.46908355881789,a
62.51904535902883,128.08344020751292,a
102.30297050878333,121.34507912335425,a
48.681569321755276,102.40054922064303,a
78.0284951433117,146.52532125596792,a
27.72520189181151,184.1826802524467,a
54.553580867986675,238.6787789287219,a
87.81295831488897,297.6375601179153,a
88.90312575711584,383.7803772250293,a
95.35265823774475,385.4004547337874,a
175.24562106485618,357.1392229518206,a
183.5416766510072,427.4796054449188,a
183.8030173033587,407.4887723577194,a
247.97909078024108,434.6929674944995,a
216.01669834426113,433.12265236484564,a
238.35054549455583,443.33665093714853,a
299.7778193457737,522.3921863856348,a
253.22250194725336,451.3414884163766,a
249.02759019993533,444.8558950472109,a
277.2755388553941,461.17878649810325,a
267.00023180040336,463.9568654573858,a
214.74088941074314,443.75336005666077,a
218.23208626851635,449.34458914800564,a
241.20276460646468,389.9608731853274,a
240.06875905663213,426.0327720645369,a
173.83647202752496,395.27721128206565,a
218.0055877424992,367.17457722775606,a
189.2568331085496,352.6043151718148,a
216.69275806862098,381.59158853616884,a
191.3652496292053,372.3853243062772,a
196.43690430362938,342.21195038096755,a
751.4515932854348,467.4623646114046,b
718.1838316848778,435.2426585931245,b
689.3850507933572,474.61465046529554,b
711.5326498881091,480.53727921526786,b
699.7836993464359,439.8536629391905,b
658.1748979338638,388.4863012016434,b
640.462824552568,386.86106828016386,b
595.6086193898939,358.0246048737988,b
599.8312099987783,334.31972335797644,b
534.882701787946,272.5307080462381,b
578.1844413418243,274.0228162587053,b
547.4507442592717,220.50937187623458,b
538.1115822857353,209.39001971787036,b
541.9220695058607,240.72336733432098,b
502.62574583221175,215.21315789540233,b
489.2416797239584,201.1738675892209,b
495.637811107581,166.7551075027725,b
489.9564804733303,156.62363888712787,b
443.3340125076947,145.03055086906176,b
471.9678845379731,112.35760359012977,b
512.1520720450786,227.94250304347185,b
528.6988954131365,209.12442391460922,b
514.7539934203941,245.26699712208693,b
503.4567114676783,350.20265625176296,b
560.2188922687096,369.0123166581203,b
575.9614973885787,363.4538735277694,b
557.0726038889526,355.14362590815887,b
572.1952329782885,366.13516422398123,b
556.0130724386092,389.10784488272463,b
546.8105568810556,366.9212454307943,b
573.8393868477327,411.1328389626545,b
577.5339672013894,382.3736102830944,b
631.9694869257423,366.6413118184926,b
662.9854826995914,420.1963741773342,b
661.8750736608487,434.4502690040646,b
653.2595776367388,389.8416878671047,b
627.9585174975826,456.0892970395517,b
615.7408148351356,469.8582121381239,b
632.2647916819119,383.97976644012573,b
584.3746749714874,387.3146254522074,b
539.6949604771333,357.2387857185473,b
509.8053873617745,366.9867426167551,b
463.0501864581161,368.67239932251334,b
584.2152347214299,377.697243176476,b
528.1609256633487,393.62952809857495,b
516.8391276685021,390.42922957064,b
490.3061141817975,363.72407366207415,b
448.3458787387375,384.29226722466757,b
485.67996977734407,391.7958285034689,b
546.1776145794145,303.72483069558973,b
449.0672619291847,290.8790340048605,b
469.14063378853626,342.08894731831845,b
495.3067823107274,290.00186006872934,b
459.0561944176728,276.5229740167843,b
391.83206206313736,265.3200333136355,b
404.98055148458155,192.58409363608587,b
403.32374206255076,181.4058148791255,b
400.734403415873,188.17971528856293,b
357.80924699977834,121.07498675530121,b
273.12241523505884,180.15029467972886,b
302.1877666947462,176.2775991847705,b
300.81665214557063,129.17057814115805,b
291.8444050334548,119.9453336773239,b
311.6814532395175,179.49984600471186,b
314.90318844619827,160.3970418202423,b
274.75707106055256,171.02099831448618,b
320.9507618473863,218.5871645040529,b
310.0276375767155,220.09607672915604,b
345.6194119687363,224.89687049274346,b
336.78674453040963,195.71206118500072,b
313.60283608866524,229.7432502445776,b
356.0732256672226,253.93650763528635,b
337.3886005799536,212.79557223871274,b
333.33759842729074,242.74183769252977,b
404.82368903744447,283.6365455692254,b
344.3117113931185,279.0149411193222,b
364.2317840548603,215.12382455252492,b
366.25581120768754,189.42603549703853,b
340.42724124341373,220.62508639852712,b
371.3352899119636,250.9100461142449,b
330.21937069598926,233.87440359658962,b
418.20967190724656,233.08756287747747,b
402.61375693516703,290.9779430974578,b
405.69911130679355,300.54021090579545,b
429.1854739072948,259.48801772223493,b
434.11862103176037,309.9967510937634,b
419.6542487827636,300.782584953373,b
435.15934500485855,329.36173102171813,b
380.2164857119261,321.2722868645759,b
430.7844558814827,315.09917233816424,b
372.7688604710612,343.15032542137334,b
378.16963305061387,358.64850138632767,b
390.1674880721483,324.15807349996794,b
341.67649022233695,312.50425242184775,b
368.47495775778344,269.4220335466257,b
368.34437907333995,233.70515211755804,b
335.44816923191536,274.48864323820015,b
316.33857049277015,277.59398644280225,b
289.5892753070712,210.17581145606687,b
276.4413777758366,199.7266204288643,b
331.0186776186999,180.89328477230902,b
325.80118338631877,236.81195857780278,b
269.8943840949665,218.0420027244669,b
291.02535186851094,240.78607789450956,b
288.4484360506028,179.87469883226055,b
257.78412160651754,164.65174702294894,b
338.329793132474,136.09269018051327,b
291.08004019958264,179.05436266822676,b
326.17046754424456,138.06195632697495,b
296.897688388525,139.9950318097196,b
289.8079951646466,104.72820675864313,b
268.2286013193725,171.37689543835546,b
263.3504362119186,80.54374728500994,b
318.31927990898754,164.87108283737433,b
287.37648524381245,110.096746596976,b
259.32284858046273,85.79489629511818,b
296.92264620753673,95.5115137407343,b
288.7614445196568,66.03020033834832,b
267.00805834217385,120.96736772506154,b
303.11548220999185,81.41185667267155,b
332.3981821553756,85.42134433093997,b
332.920995106991,89.45037520947199,b
353.0587742841467,90.6547444704957,b
400.4270132857574,-27.589649622865977,b
400.5866748552078,53.68078238563248,b
407.5280405374748,98.38932881389906,b
425.1048043032713,83.1020406174664,b
465.5131166783175,71.09735646740421,b
444.68090162567063,93.48614375852793,b
461.40792817751606,98.61644795298434,b
529.0379632341687,67.68299527835438,b
442.8138954771508,136.81129938628214,b
489.80277159469637,176.7335498030073,b
522.9028773571403,223.19904204305453,b
507.58510366271264,254.34710171520237,b
518.1093610009561,295.51258851114375,b
566.1156050244056,287.41979820426275,b
550.5776340974651,296.41671306271803,b
591.5988612739089,375.47292526301464,b
569.4591733312903,393.66496348357805,b
543.7304066508497,395.8593640802828,b
559.2633387063158,392.54798019739854,b
543.7358460702295,415.9456279188234,b
599.8389878667372,446.5179985667289,b
589.1072610772993,428.4994860774551,b
565.8395100781946,479.23989879531,b
555.4009446859259,438.13065352241676,b
619.7560264094808,447.7095448485604,b
586.6983753276288,422.06705879354126,b
612.0469424918886,527.958750466323,b
602.2079954592185,489.59403459037486,b
552.847999317787,449.31102700308116,b
598.0265874610959,436.69637642191736,b
586.7065724968484,418.01264579219594,b
600.0006503829937,451.95051953463263,b
628.3388066862203,421.5994242410477,b
597.0540836659526,426.58288987758226,b
573.2506219748732,357.5178309588958,b
604.8904909435723,338.9389946227935,b
570.0281497366178,333.1826737278715,b
568.4203353497073,303.6390969479698,b
630.5708338094685,212.78063426936836,b
648.6012813574201,208.68764771925748,b
621.4190189347806,270.9295612890588,b
648.4424558768374,224.67298027382435,b
691.5741365425192,165.95294529725982,b
680.3139019797485,105.42074167036861,b
688.3543844334929,135.03979764159044,b
652.2236185032145,89.73487103548445,b
680.0696158416696,147.5852592898088,b
690.8327759700329,56.16813363505963,b
682.7142741685277,101.1827985935887,b
675.3545376869833,49.73032997583749,b
674.2805834276631,100.73551685769888,b
646.984561355893,106.39699223739751,b
660.2718740586862,101.79696780847956,b
655.7090323345631,86.8672427055402,b
658.8432717934822,76.87928522004825,b
666.3341413113053,105.79741093888487,b
671.3277219131919,147.60498647025673,b
639.2249146122441,94.91470459896169,b
717.9363696291477,167.90384398961356,b
680.7829258929567,159.92007641434105,b
715.7255145546172,142.46876720941378,b
688.0217566889603,168.03883758608902,b
677.671450046389,184.32152269004519,b
695.0998006754028,176.7412725503957,b
610.795383194839,191.65951043702563,b
638.7034084478312,178.7009799915317,b
681.6310382592192,147.71326489013438,b
632.5985377573165,143.58881053565057,b
589.9873096376324,126.70720108816545,b
568.7154707035811,148.48927404670286,b
528.2380597648148,148.18313834977204,b
596.6210115889995,120.79648773444319,b
530.1237706226623,85.74128553712757,b
518.10623704597,48.09353119537013,b
519.6170761526139,94.31479096907242,b
489.25356432096174,75.57624444778116,b
515.3909175850137,56.70777781048292,b
457.7234310708309,70.72697653892624,b
450.783786372019,83.25314786510455,b
437.4623363164103,75.91367067871965,b
428.0699228124258,32.70619919580224,b
371.37569069134054,45.394729091481565,b
374.54136955607396,16.224602853006104,b
369.64674794656935,-17.435459143901085,b
391.19520770928705,64.65847988489969,b
362.2298046883978,27.33618990869303,b
359.7481975354982,25.641775283936283,b
352.86853923195895,27.782887919532243,b
353.6342447004875,67.93053071982212,b
310.910700604649,98.66314336970487,b
363.527967407848,72.7735124197905,b
384.1743465426172,49.913633356536366,b
327.10778257457247,41.358737033222496,b
308.2563235041905,47.04407923628338,b
308.86293902888985,103.5259859651473,b
347.59671973900345,90.93505313944831,b
306.45704409768075,122.4249570852491,b
297.10910969931797,60.53099256313965,b
318.32912133401925,78.28551883835047,b
307.81546516846475,47.205219034163065,b
375.63887833529407,22.987140514164878,b
326.35205923495727,70.35242189921274,b
327.6251248248347,45.49499444350886,b
361.2164759541732,97.31419643141874,b
301.7013769163862,75.09955223054436,b
306.7701002552281,62.083071742679124,b
302.29524168925985,87.69373802356745,b
321.80025093549546,75.22500760347918,b
309.34998282893207,42.249738127246246,b
359.32487492919523,87.27738854476303,b
296.91888146011496,78.5220762760863,b
252.01882181322037,45.92845321455866,b
304.31762220704053,56.73069208978376,b
321.9840955581842,46.20412261871547,b
316.9337389421321,90.2234930680658,b
315.2654181032234,58.675399599825596,b
