x,y,z
217.00371105373645,176.06899512005475,a
225.779266603647,82.96097961393497,a
210.58490493023683,78.76898132166775,a
238.7679049290092,90.60828293000282,a
168.9338457041731,68.10141428636825,a
193.88089646813881,74.6054875465818,a
189.06622154566088,93.86452479283736,a
164.19352770105752,93.70884577277371,a
217.83135176732418,17.281610355043767,a
154.80927087686837,87.54389569563114,a
184.17324130209684,27.340843138054936,a
178.11424954822354,74.16600330530014,a
211.55124836515063,49.392953296944484,a
191.11469426688004,54.892519776554366,a
195.78652693751036,116.63674720315487,a
173.47849609435656,53.71624508684744,a
108.37505281867553,73.33962352150303,a
165.13688199277874,74.51966853727168,a
109.37018561740743,47.02429898993114,a
125.20116218035102,46.11774807038233,a
157.6210674183044,46.81149999814596,a
131.87476569788657,85.86147292759904,a
124.06126531748761,22.87984231587751,a
178.63884595842566,44.82625430546801,a
99.91748980537454,63.24034358394846,a
137.37629798830176,-8.873136814558222,a
139.46092283581243,0.6271213697128246,a
164.17036412156844,51.44321204234518,a
111.07492754385791,27.73083993313844,a
160.1848693647857,35.94258061494986,a
123.85281198231378,56.14075417136041,a
81.45520977153652,67.80482676835732,a
82.61135017769911,29.390278601325292,a
48.951433731833575,41.31474555769961,a
63.74797672528232,42.178783404475666,a
115.25141030273313,20.049273538715454,a
78.39937790903278,68.4324288073442,a
26.781737515230596,50.61001059128819,a
59.27361767912476,11.925586377472598,a
35.82280822550876,73.60034121598767,a
61.15361699576676,34.13808777929739,a
62.16156603011537,47.01914207887165,a
93.37057487090487,30.955139200219833,a
70.18329623223954,86.26547362335162,a
127.91247698544602,26.38608820259452,a
57.12247826545408,9.131241418465834,a
70.42148325644293,43.97787778615867,a
68.53556402833915,-4.777150234810733,a
43.47944564324335,31.11276578615633,a
24.399519944332425,50.242121329885265,a
62.003094095116765,52.70314655619529,a
69.13495002680635,16.493860259347343,a
64.28642615932122,26.50378485366116,a
80.30826789753752,40.60862231737889,a
81.71279842250499,58.80918120760691,a
101.14679682379241,22.688025841977037,a
29.103853701990232,34.00247289201059,a
73.13444910135534,62.763013678040295,a
59.184271111339335,20.49930997233173,a
36.68783899445837,72.31340562381354,a
144.86916224878507,73.86027061965018,a
138.44689506078464,50.16958434475697,a
137.37596696231546,111.96165792277384,a
134.40405152937964,66.28860111397563,a
149.10573700465085,111.17203928068409,a
140.17370478620637,143.2129406749023,a
155.8820331173141,115.73707900338047,a
158.58177261204446,127.61300924074527,a
145.5657202366914,96.70998977133144,a
152.14501978990938,158.53659446527502,a
201.50283681819752,154.91915566922023,a
217.27722872025876,133.98567210851883,a
232.6077011177178,142.68523849900538,a
234.98900419500472,144.24449470332297,a
230.22590504841142,187.6009540049895,a
184.83076972050384,209.39624906277606,a
249.68852765734255,137.34327522279136,a
248.7064958858271,174.96498074980144,a
273.69388130296113,223.1749551392566,a
286.1641662642767,207.04696992574952,a
257.77015443436073,202.1769432239779,a
314.4954070462296,226.6384149095229,a
301.4563875526838,270.51388889611366,a
297.06118785242336,210.2727773560149,a
331.5050855270354,282.0369903807981,a
354.6414651462094,267.4332188073646,a
342.52584707945357,268.88746190985694,a
342.5721682358748,319.8240984530785,a
363.4625615570492,299.5471553029745,a
333.5549012212612,317.49484324067225,a
384.2710645519225,298.39866213956935,a
381.5879992725238,298.5734939906937,a
397.93895981729526,360.5824995381193,a
459.494094828734,337.1846928090032,a
449.7259048469951,318.60711434059334,a
446.039053818037,368.2334601771588,a
454.17678429184934,376.31949780887044,a
411.0018645185029,405.26353735900216,a
457.6460037928305,346.2390855379567,a
434.3774385731943,371.72407598337657,a
491.3301077380052,360.20432702388916,a
435.4907522376889,388.8079824989845,a
440.5282462287273,380.8052595781629,a
439.5833238385638,420.1430982427196,a
496.3738730105848,404.7240437451036,a
508.7776797063186,401.53465099732557,a
541.5986179743778,375.8508246708259,a
495.1666907599226,331.0798113565503,a
571.8303443818913,394.81438760368144,a
526.2272546072269,409.2258095274601,a
489.1895513963328,375.7467776268568,a
519.8130450443467,424.5371857382997,a
561.9109985152495,408.44147308820675,a
572.5028588549009,453.73858426217566,a
535.7464579414083,445.3723366962402,a
584.8784843413468,401.0112246978285,a
543.4385624445829,424.14374089189033,a
598.1576445093209,384.45360428275035,a
591.1307922222206,428.272460652296,a
592.31788346548,412.98685294989536,a
568.1430286912481,444.2501661794884,a
591.3513854460682,495.0119514880677,a
605.8691389554987,462.05713108082915,a
609.4041326377574,451.30762166794784,a
633.7684959536172,430.58341174313983,a
614.6377218855439,453.3292023994527,a
653.3790030734536,456.0556468280144,a
603.448073175287,478.20606254912883,a
657.4180158390149,499.3608494154071,a
636.9865722059297,433.04760265098463,a
685.5323658554449,446.3849939921987,a
594.5121830244426,460.89523599295296,a
664.5899728934191,450.98985072351525,a
723.6477621729342,478.58596560718394,a
652.6533896502051,474.07221235417495,a
619.7016151760303,420.047303252128,a
642.2583526224724,506.8653600630059,a
637.386561115544,486.86214333053556,a
621.4091757495128,515.2052315247424,a
618.0054209488329,444.78298561767457,a
654.8065317374943,493.2571881707007,a
654.4887216775359,467.71103580147917,a
631.4634010812354,448.2208438849623,a
688.0722802836636,464.65577934050486,a
668.3558199308487,425.9082952155756,a
659.3851327453986,523.7268436783987,a
686.4957196976253,483.7848119651133,a
669.8302824793265,504.30895647008884,a
604.0701449643478,501.4170926738877,a
638.1541790880009,467.70404911592607,a
604.8331025023637,402.8328050804666,a
570.0384641729979,439.54070331678247,a
606.0419579606782,425.95058365840373,a
580.2927715475197,375.3595568736562,a
570.7251546995336,392.3427857007574,a
568.5212917061319,440.9465725815809,a
567.4107564881592,452.22311990860777,a
521.562906915025,405.042737936081,a
568.8790363129962,405.42470138003097,a
530.4100564690258,413.2989163864655,a
564.9898286657432,370.1114481933975,a
541.2063043896992,373.87562366579664,a
526.2036449979614,354.51579708367683,a
494.1935322187175,376.40621623913887,a
560.2646146343313,342.58435269876213,a
495.614496174978,374.11227771737674,a
509.79506721622226,315.8088812361358,a
487.008880673276,365.0177098186472,a
493.80330434897274,312.7389520043453,a
437.00947719361346,324.18849154558404,a
450.5121226362168,268.11765584848126,a
508.8328845601718,249.81575226269263,a
418.3564712824471,274.95900965246295,a
415.7379986020345,243.13189810734036,a
441.6520566490329,279.1706305850686,a
467.1073714822769,211.45156053512216,a
407.3365315332562,279.3481510087783,a
424.0495556571336,225.22680336891358,a
430.7116661179568,234.63388066658422,a
415.48313773480135,243.0610216392556,a
363.6005542928752,246.02002803610156,a
351.92480590233293,264.7064168133433,a
371.8696777975587,184.50596445496762,a
400.70362703514763,149.6799503755799,a
320.1710811707532,178.37167186563647,a
307.887587176118,90.58495468217302,a
322.3544210063567,157.04335805206193,a
344.53137447033725,189.52978574724364,a
322.2344986413095,170.61655285581804,a
310.1180889443493,207.23268842907135,a
279.950067112738,174.95549124958592,a
309.58712598573294,150.09119669373047,a
309.6296911846073,187.9952065908625,a
267.19957001950524,153.27885211654802,a
263.8890316649853,163.20578192337172,a
288.89563737972077,165.05824293738692,a
247.75983346492913,108.26589716729649,a
279.76234136980077,119.8800958087391,a
300.39798029682595,122.20166162027755,a
248.47751355827515,78.27699507630234,a
268.4515154374094,93.1106825317612,a
252.87655442897744,145.661212843415,a
244.46120464761827,152.54233649570278,a
186.7221017523505,87.03953452318228,a
279.8808120618536,96.71367719579769,a
227.33102146153917,71.3101544580581,a
254.98964609457028,116.72612718974744,a
197.84648392688516,131.1833855827474,a
236.33937018110487,79.31178907759607,a
254.4335097607396,81.73782107528899,a
274.851359338783,78.06525025963623,a
249.4165364292242,110.29477976249473,a
167.0191498893053,80.27744331754269,a
213.66684878947913,98.94153158043355,a
238.10192852699612,138.4751350646411,a
190.2200602549575,74.72393736695335,a
211.5863648687867,71.94097905672095,a
243.78989716701426,90.69551779853668,a
227.50727628742752,88.02175335112429,a
195.3153081271696,105.53838704539828,a
190.92796025175852,98.39720340262363,a
212.50824185212744,66.93061613826899,a
179.03639573607228,73.65876390685668,a
198.09846291147437,66.6992036408954,a
197.42653247325015,92.16191645064765,a
234.66771061852245,83.87078327019145,a
222.86970713832233,101.41775938797599,a
235.3940636856318,25.04239967239789,a
217.0485347723073,38.27391969265517,a
182.74425027344606,93.01054426839221,a
169.20552623243606,16.176779517141426,a
156.16257566897983,4.509628027315216,a
159.2280729719294,36.690161400080285,a
191.49723850218015,39.194498524922324,a
176.88740846244073,35.646979862574426,a
155.47732220466088,34.3999327381739,a
130.3009658758633,25.522397592806726,a
184.21953958906505,80.07987476095235,a
118.23834804348687,38.680461535094764,a
177.11207276934184,28.032862857332304,a
134.97602684725155,-4.213577680244157,a
148.18072222967226,77.71227166720416,a
164.11780850319343,8.529228276542995,a
105.98361863204858,24.13791701405802,a
152.72586122104383,-5.930551889469882,a
157.68174858353782,101.11983090171043,a
120.53100827358112,41.26805290302042,a
140.4998201006099,97.02464999386962,a
138.14871864354055,23.59351951197891,a
127.47829612181728,42.07194539584657,a
168.20752583366354,77.13680377023417,a
165.4736155531542,91.68692688335597,a
118.27151311928702,33.22157823719209,a
165.30703453282374,9.127782086190393,a
127.98830622536471,58.142118135201144,a
154.3547596070957,20.549822933305336,a
177.01572318012327,88.58839829515051,a
182.23862737957438,105.84527926174076,a
177.62600284120285,80.54483331551648,a
197.68463864750152,101.54413189359184,a
198.76601218411878,95.22594720156218,a
184.41006842907268,112.91297892562676,a
211.80276788937152,111.44236258916828,a
224.0339798868051,127.0665339740803,a
222.06000927470765,121.89834436315738,a
151.6831361610434,88.79928958309642,a
189.97566916237193,158.17357129210535,a
186.564909512463,113.61615632067054,a
184.2191943892627,156.25452805284408,a
224.4799552005174,132.10063219348098,a
188.7493719040883,96.69408386224131,a
217.62089509596785,113.0475720049825,a
207.28011787854277,147.5070605478599,a
164.4236455120414,146.49241329963183,a
236.58096119456107,150.5889435115355,a
247.55062250393047,107.94173168419945,a
216.35925224812846,175.50311138712834,a
277.9499352645373,139.79114511495123,a
223.03242024874243,160.10046250196046,a
276.6150598953293,167.0380831637067,a
269.4346667356572,245.38104360543457,a
272.2932721222838,217.430245949217,a
275.0759119385133,255.25835608318616,a
311.27815672587514,218.5223478845258,a
338.2548985971971,231.65918540809997,a
345.8798366653787,271.02031030925343,a
286.66329869691606,353.8111833598592,a
290.9296796562793,294.2137801848381,a
370.7388837244232,315.33823370799297,a
364.4999311443583,300.05046276101586,a
392.37749853667236,318.65453670388194,a
399.84217815021907,324.74339034703144,a
444.20329127705145,294.7235581537443,a
438.42610965250765,358.026268320907,a
464.2376126058847,317.5133772104115,a
483.1030592469873,362.3019218758069,a
443.82635551785614,370.63295633540076,a
464.32662904597765,399.3374518547577,a
450.49350816334515,378.6543608583866,a
538.2715961077134,330.929585832277,a
481.9200591837193,406.513421617397,a
491.2763177155761,409.9994900408418,a
490.3468669293049,451.0455877607421,a
544.1809148327928,424.3347102534871,a
536.937105044272,423.9426958374317,a
583.511217779128,437.43828543800845,a
543.7302687172976,451.7286342728347,a
502.5704827300424,451.37756084907335,a
565.1977293563041,452.02907538643905,a
607.3849051895995,431.03652142189827,a
539.5370891536031,441.4879454740923,a
597.7055710324938,449.39468441557096,a
574.1451825257495,437.2677934280927,a
541.0825531463288,436.285926514056,a
522.0240877164844,440.6760504075511,a
564.7976572856847,472.07667949712607,a
506.91655167372437,492.8134009021961,a
568.2321447361409,399.4341837850541,a
565.3442195119619,421.4229116482358,a
585.7473003091478,440.1277649115005,a
530.3763138277156,461.29295712353826,a
577.1359822914515,458.93749333188055,a
551.2299688283208,392.0665327194756,a
598.3327339203147,431.0845319043123,a
565.0355734710295,477.87567825508046,a
530.4103262549141,439.6709996811441,a
599.2346566804408,497.5299364181675,a
579.2963807767092,425.7607052656384,a
589.4266784118398,481.3307249034634,a
549.0570807452774,496.82445368113804,a
605.2806937363032,454.5557692327562,a
611.9736156611076,466.66130271978557,a
586.3444034701314,485.8603085078012,a
617.6334869906375,389.607678447155,a
652.6208067235342,502.10064483082635,a
640.1243626370049,460.2524002189595,a
597.7037530917216,466.88291101485675,a
